"","Gene","Entrez gene ID","Ensembl gene ID","Cell group","Prevalence in cell group ('pct.1')","Prevalence in all other cells ('pct.2')","Average log2 fold change","AUC from ROC test","Power from ROC test","Mast test p","Mast test FDR (q)","Used in MGP"
"740","LOC401134",401134,"ENSG00000250125","Microglia",0.663,0.271,3.62881073139302,0.751,0.502,1.12307156531001e-178,5.64691613753525e-174,FALSE
"741","DHRS3",9249,"ENSG00000162496","Microglia",0.373,0.17,3.62722320595474,0.619,0.238,4.92684192211827e-90,2.47726538686029e-85,TRUE
"742","LOC105376287",105376287,NA,"Microglia",0.36,0.202,3.62620189795446,0.601,0.202,2.04173175860715e-134,1.02660314554526e-129,FALSE
"743","RYR1",6261,"ENSG00000196218","Microglia",0.855,0.661,3.57902038573239,0.761,0.522,7.02303509757499e-248,3.53125227741168e-243,FALSE
"744","VASH1",22846,"ENSG00000071246","Microglia",0.465,0.286,3.56889056506322,0.632,0.264,4.48314717753306e-138,2.2541712323354e-133,FALSE
"745","CLCN5",1184,"ENSG00000171365","Microglia",0.511,0.387,3.55015060201041,0.602,0.204,2.05340424495908e-77,1.03247218840788e-72,FALSE
"746","LOC644339",644339,NA,"Microglia",0.248,0.47,3.54561665123454,0.412,0.176,2.8368299373079e-115,1.42638646077779e-110,FALSE
"747","MEF2A",4205,"ENSG00000068305","Microglia",0.992,0.85,3.53974110906603,0.945,0.89,0,0,FALSE
"748","ITGB5",3693,"ENSG00000082781","Microglia",0.553,0.253,3.53278582633321,0.691,0.382,1.03376881029995e-150,5.19789295506919e-146,FALSE
"749","ARHGEF6",9459,"ENSG00000129675","Microglia",0.595,0.41,3.51391082494162,0.653,0.306,1.45973108414489e-123,7.33967386418891e-119,FALSE
"750","ST8SIA4",7903,"ENSG00000113532","Microglia",0.469,0.276,3.50037097233944,0.632,0.264,5.6704145870735e-90,2.85114115852643e-85,FALSE
"751","BMP2K",55589,"ENSG00000138756","Microglia",0.721,0.442,3.48996605505916,0.744,0.488,3.71607191880671e-190,1.8684781214952e-185,FALSE
"752","SUSD6",9766,"ENSG00000100647","Microglia",0.652,0.433,3.48000380887742,0.687,0.374,5.90196202333253e-142,2.96756552495183e-137,FALSE
"753","ESRRB",2103,"ENSG00000119715","Microglia",0.373,0.262,3.47958203583901,0.573,0.146,3.7407210393847e-39,1.88087194581302e-34,FALSE
"754","SKAP2",8935,"ENSG00000005020","Microglia",0.656,0.476,3.47478545121695,0.685,0.37,1.47541954287123e-137,7.41855700351084e-133,FALSE
"755","RCBTB2",1102,"ENSG00000136161","Microglia",0.373,0.221,3.47331981480873,0.599,0.198,2.49358292803183e-74,1.25379843204368e-69,FALSE
"756","DIAPH2",1730,"ENSG00000147202","Microglia",0.981,0.919,3.4730618969115,0.861,0.722,4.11529912795202e-311,2.06921355452556e-306,FALSE
"757","FOXN3",1112,"ENSG00000053254","Microglia",0.985,0.929,3.4596115577535,0.928,0.856,0,0,FALSE
"758","IL6ST",3572,"ENSG00000134352","Microglia",0.861,0.532,3.45906089031979,0.818,0.636,4.08407400281269e-247,2.05351324935425e-242,FALSE
"759","DENND3",22898,"ENSG00000105339","Microglia",0.596,0.46,3.45544433341339,0.626,0.252,5.58799360692113e-82,2.80969906549601e-77,FALSE
"760","DOCK11",139818,"ENSG00000147251","Microglia",0.676,0.478,3.45435240098306,0.677,0.354,9.58668184376404e-125,4.820279497863e-120,FALSE
"761","MGAT4A",11320,"ENSG00000071073","Microglia",0.692,0.497,3.4236727408567,0.702,0.404,6.53286019196931e-153,3.28478743312409e-148,FALSE
"762","MOCOS",55034,"ENSG00000075643","Microglia",0.467,0.408,3.4122947581827,0.554,0.108,1.32895665653935e-29,6.6821269647455e-25,FALSE
"763","P3H2",55214,"ENSG00000090530","Microglia",0.599,0.444,3.40797011334662,0.643,0.286,6.38196203775835e-95,3.20891433220528e-90,FALSE
"764","ANKRD44",91526,"ENSG00000065413","Microglia",0.976,0.751,3.40558532734624,0.892,0.784,2.60866661004178e-321,1.31166365819511e-316,FALSE
"765","SMAP2",64744,"ENSG00000084070","Microglia",0.789,0.658,3.37378304060459,0.714,0.428,2.38899166226185e-155,1.20120889770188e-150,FALSE
"766","SRGAP2D",100996712,NA,"Microglia",0.877,0.375,3.36961073233597,0.809,0.618,9.70914384804378e-244,4.88185461823489e-239,FALSE
"767","DISP1",84976,"ENSG00000154309","Microglia",0.696,0.551,3.36652376133812,0.67,0.34,2.65154888322784e-114,1.33322529397579e-109,FALSE
"768","HS3ST4",9951,"ENSG00000182601","Microglia",0.963,0.664,3.35542609840604,0.898,0.796,0,0,FALSE
"769","PCED1B",91523,"ENSG00000179715","Microglia",0.715,0.439,3.34743517277628,0.72,0.44,3.61832021106548e-143,1.81932758532584e-138,FALSE
"770","AP1B1",162,"ENSG00000100280","Microglia",0.605,0.396,3.33888356501468,0.672,0.344,1.23616239313526e-150,6.21554812892341e-146,FALSE
"771","ZNRF2",223082,"ENSG00000180233","Microglia",0.601,0.432,3.32573193696415,0.647,0.294,9.59303908094945e-91,4.82347598029219e-86,FALSE
"772","CTTNBP2NL",55917,"ENSG00000143079","Microglia",0.609,0.458,3.31802302302337,0.653,0.306,1.29984423351861e-115,6.53574679055492e-111,FALSE
"773","DOCK4",9732,"ENSG00000128512","Microglia",1,0.943,3.3176982526549,0.962,0.924,0,0,FALSE
"774","MARCH3",115123,"ENSG00000173926","Microglia",0.668,0.53,3.31307722902747,0.663,0.326,3.35834252828542e-128,1.68860820664719e-123,FALSE
"775","SLC4A7",9497,"ENSG00000033867","Microglia",0.804,0.608,3.30129623012107,0.738,0.476,2.17913184618504e-157,1.0956892835803e-152,FALSE
"776","TBC1D22A",25771,"ENSG00000054611","Microglia",0.929,0.777,3.25489635726011,0.828,0.656,1.99866324288832e-244,1.00494786515667e-239,FALSE
"777","POU2F2",5452,"ENSG00000028277","Microglia",0.503,0.368,3.25320837846867,0.607,0.214,5.67577568715614e-78,2.85383677325898e-73,FALSE
"778","ETV6",2120,"ENSG00000139083","Microglia",0.869,0.628,3.23008080986061,0.797,0.594,9.98519983656345e-216,5.02065832982247e-211,FALSE
"779","PAG1",55824,"ENSG00000076641","Microglia",0.737,0.487,3.2126271263173,0.725,0.45,2.75487026701013e-144,1.38517631895537e-139,FALSE
"780","RTTN",25914,"ENSG00000176225","Microglia",0.576,0.536,3.21134442512701,0.601,0.202,1.48801861262399e-84,7.48190638613468e-80,FALSE
"781","NPL",80896,"ENSG00000135838","Microglia",0.603,0.301,3.17921358328563,0.698,0.396,1.1039607025059e-125,5.55082480826989e-121,FALSE
"782","SOAT1",6646,"ENSG00000057252","Microglia",0.425,0.354,3.17773148483228,0.567,0.134,9.91904866413174e-56,4.98739685881208e-51,FALSE
"783","MTHFD1L",25902,"ENSG00000120254","Microglia",0.844,0.768,3.1519083477881,0.707,0.414,4.6805773625313e-146,2.35344110365436e-141,FALSE
"784","FGD4",121512,"ENSG00000139132","Microglia",0.924,0.785,3.14477651118137,0.786,0.572,7.51428169447818e-211,3.77825597880057e-206,FALSE
"785","FKBP5",2289,"ENSG00000096060","Microglia",0.529,0.44,3.1427934795976,0.594,0.188,2.8383145375909e-73,1.42713293264608e-68,FALSE
"786","TBC1D9",23158,"ENSG00000109436","Microglia",0.551,0.472,3.13964754881294,0.59,0.18,3.13207020677512e-51,1.5748362206686e-46,FALSE
"787","FAM118A",55007,"ENSG00000100376","Microglia",0.569,0.447,3.13224413005931,0.626,0.252,5.1591615821577e-98,2.59407803512471e-93,FALSE
"788","SLC9A9",285195,"ENSG00000181804","Microglia",0.948,0.714,3.13068609240567,0.867,0.734,2.38000926181473e-258,1.19669245693307e-253,FALSE
"789","DAGLB",221955,"ENSG00000164535","Microglia",0.624,0.52,3.1119930964328,0.605,0.21,1.47460077155144e-70,7.41444013943779e-66,FALSE
"790","P2RX4",5025,"ENSG00000135124","Microglia",0.397,0.348,3.10166189551138,0.553,0.106,2.49605697896895e-62,1.25504240959538e-57,FALSE
"791","LRCH1",23143,"ENSG00000136141","Microglia",0.729,0.559,3.09208508212609,0.695,0.39,2.27700271849648e-117,1.14489973688722e-112,FALSE
"792","TNS3",64759,"ENSG00000136205","Microglia",0.819,0.532,3.08888445417434,0.767,0.534,1.44749423652313e-199,7.27814577066195e-195,FALSE
"793","FOXP2",93986,"ENSG00000128573","Microglia",0.848,0.507,3.07804453454576,0.799,0.598,6.27179136417442e-215,3.15351941582054e-210,FALSE
"794","TTC7A",57217,"ENSG00000068724","Microglia",0.596,0.478,3.07363790349777,0.633,0.266,2.17509435021207e-100,1.09365919023013e-95,FALSE
"795","GSTM2",2946,"ENSG00000213366","Microglia",0.355,0.194,3.07137737453416,0.595,0.19,9.16377468678784e-50,4.6076375502638e-45,FALSE
"796","SIPA1L2",57568,"ENSG00000116991","Microglia",0.78,0.63,3.04508599530357,0.718,0.436,7.28275248677969e-133,3.6618407778777e-128,FALSE
"797","LINC00578",100505566,"ENSG00000228221","Microglia",0.46,0.434,3.04217423241961,0.536,0.0720000000000001,3.22925800982221e-21,1.62370321991871e-16,FALSE
"798","SSH1",54434,"ENSG00000084112","Microglia",0.535,0.439,3.04025652253233,0.607,0.214,4.32933296068212e-90,2.17683190596058e-85,FALSE
"799","HAVCR1",26762,"ENSG00000113249","Microglia",0.353,0.334,3.03979865276105,0.527,0.054,8.40089525912832e-30,4.22405414524231e-25,FALSE
"800","MLXIPL",51085,"ENSG00000009950","Microglia",0.603,0.527,3.02329109800234,0.584,0.168,8.01804342044794e-48,4.03155241223543e-43,FALSE
"801","WASF2",10163,"ENSG00000158195","Microglia",0.771,0.62,3.01960683263017,0.697,0.394,1.60088410647602e-138,8.04940537577208e-134,FALSE
"802","CFAP74",85452,"ENSG00000142609","Microglia",0.352,0.336,2.97659328108227,0.521,0.042,1.28353197661962e-22,6.45372713164113e-18,FALSE
"803","EPB41L2",2037,"ENSG00000079819","Microglia",0.975,0.879,2.97328944576463,0.88,0.76,2.47049391882367e-242,1.24218904732373e-237,FALSE
"804","EMB",133418,"ENSG00000170571","Microglia",0.432,0.344,2.97122263894164,0.577,0.154,3.69939449565773e-49,1.86009254636167e-44,FALSE
"805","CTSB",1508,"ENSG00000285132, ENSG00000164733","Microglia",0.755,0.584,2.95960718187382,0.701,0.402,1.02353452938598e-121,5.14643396720567e-117,FALSE
"806","NCK2",8440,"ENSG00000071051","Microglia",0.537,0.474,2.95206616079334,0.581,0.162,4.72543493897487e-51,2.37599594166595e-46,FALSE
"807","MANBA",4126,"ENSG00000109323","Microglia",0.645,0.524,2.94781815199693,0.654,0.308,1.472859918304e-103,7.40568695522436e-99,FALSE
"808","RASSF8",11228,"ENSG00000123094","Microglia",0.62,0.428,2.93245326962292,0.659,0.318,6.57860686339604e-83,3.30778931698416e-78,FALSE
"809","BCAR3",8412,"ENSG00000137936","Microglia",0.505,0.338,2.92883698383797,0.619,0.238,1.99828591320322e-62,1.00475814001771e-57,FALSE
"810","HSPBAP1",79663,"ENSG00000169087","Microglia",0.447,0.358,2.90763226723015,0.578,0.156,7.50149053259191e-51,3.77182445469254e-46,FALSE
"811","EDA",1896,"ENSG00000158813","Microglia",0.676,0.632,2.90542707731747,0.592,0.184,3.30025913648713e-64,1.65940329641709e-59,FALSE
"812","GLIPR1",11010,"ENSG00000139278","Microglia",0.447,0.37,2.89583022809918,0.588,0.176,5.39229903334979e-82,2.71130187695861e-77,FALSE
"813","KCNQ3",3786,"ENSG00000184156","Microglia",0.965,0.78,2.89266865972877,0.877,0.754,4.12377614861713e-210,2.07347588528618e-205,FALSE
"814","GNB4",59345,"ENSG00000114450","Microglia",0.601,0.482,2.88716587944865,0.624,0.248,1.84318485113381e-66,9.26771774998591e-62,FALSE
"815","COQ2",27235,"ENSG00000173085","Microglia",0.476,0.438,2.8682673425468,0.551,0.102,9.46451107431244e-37,4.75885081327504e-32,FALSE
"816","ADPGK",83440,"ENSG00000159322","Microglia",0.413,0.318,2.86489178545092,0.582,0.164,1.48842411749735e-63,7.4839453051884e-59,FALSE
"817","GPN3",51184,"ENSG00000111231","Microglia",0.939,0.909,2.84342604149752,0.667,0.334,1.43594480057252e-70,7.22007405175869e-66,FALSE
"818","ENTPD1",953,"ENSG00000138185","Microglia",0.451,0.329,2.82159972365623,0.596,0.192,4.76363358309393e-57,2.39520260191546e-52,FALSE
"819","SLC25A37",51312,"ENSG00000147454","Microglia",0.507,0.429,2.81857223619768,0.585,0.17,2.72316462854477e-57,1.36923440687859e-52,FALSE
"820","COLGALT1",79709,"ENSG00000130309","Microglia",0.44,0.359,2.81248001681912,0.567,0.134,7.83782153069091e-40,3.94093504384669e-35,FALSE
"821","PLEKHA2",59339,"ENSG00000169499","Microglia",0.42,0.336,2.8098151102821,0.57,0.14,2.69634459999923e-46,1.35574902832561e-41,FALSE
"822","ST3GAL6",10402,"ENSG00000064225","Microglia",0.681,0.495,2.8094334718702,0.703,0.406,2.96682507820088e-135,1.49174931757018e-130,FALSE
"823","ATP7A",538,"ENSG00000165240","Microglia",0.485,0.443,2.79149776208204,0.553,0.106,1.73404548516038e-31,8.71895410393492e-27,FALSE
"824","MAP3K14",9020,"ENSG00000282637, ENSG00000006062","Microglia",0.433,0.37,2.78803643495737,0.558,0.116,7.59144885965323e-40,3.81705640112224e-35,FALSE
"825","APPL2",55198,"ENSG00000136044","Microglia",0.744,0.647,2.78081339911512,0.68,0.36,6.43124086362948e-111,3.23369221864154e-106,FALSE
"826","EPB41",2035,"ENSG00000159023","Microglia",0.781,0.792,2.77264548375355,0.568,0.136,1.4092723941025e-50,7.08596252478676e-46,FALSE
"827","TEX14",56155,"ENSG00000121101","Microglia",0.451,0.41,2.76783173263642,0.553,0.106,7.22015507545721e-47,3.63036617349064e-42,FALSE
"828","SPI1",6688,"ENSG00000066336","Microglia",0.503,0.332,2.76732040990852,0.623,0.246,3.99806237148755e-75,2.01026574100766e-70,FALSE
"829","SPNS2",124976,"ENSG00000183018","Microglia",0.439,0.377,2.76717979107134,0.571,0.142,1.55559219705374e-63,7.82167312600591e-59,FALSE
"830","ABR",29,"ENSG00000276016, ENSG00000278741, ENSG00000159842","Microglia",0.951,0.84,2.76210468110765,0.811,0.622,2.11465687137427e-206,1.0632706214957e-201,FALSE
"831","PTPRE",5791,"ENSG00000132334","Microglia",0.836,0.701,2.75640517598618,0.741,0.482,3.44432023681357e-137,1.73183865827223e-132,FALSE
"832","AKR1A1",10327,"ENSG00000117448","Microglia",0.384,0.363,2.75177512353766,0.531,0.0620000000000001,2.70745870700944e-23,1.36133731247141e-18,FALSE
"833","TMCO4",255104,"ENSG00000162542","Microglia",0.615,0.516,2.750980799055,0.596,0.192,4.36163429428252e-42,2.19307333950819e-37,FALSE
"834","NRIP1",8204,"ENSG00000180530","Microglia",0.725,0.613,2.75066590022379,0.672,0.344,2.12591661788545e-87,1.06893213463898e-82,FALSE
"835","SAT1",6303,"ENSG00000130066","Microglia",0.959,0.754,2.74928484113961,0.865,0.73,2.17800270461839e-256,1.09512153990917e-251,FALSE
"836","REL",5966,"ENSG00000162924","Microglia",0.407,0.4,2.74528681023463,0.53,0.0600000000000001,4.93641276308881e-32,2.48207770140868e-27,FALSE
"837","MCF2L",23263,"ENSG00000126217","Microglia",0.777,0.639,2.74408852900404,0.694,0.388,2.03163740208548e-109,1.0215276021426e-104,FALSE
"838","SH3RF3",344558,"ENSG00000172985","Microglia",0.821,0.694,2.74095025392185,0.702,0.404,2.34642859948223e-93,1.17980776410566e-88,FALSE
"839","IGSF21",84966,"ENSG00000117154","Microglia",0.656,0.532,2.73333810956021,0.649,0.298,1.57378358160752e-88,7.91314122668075e-84,FALSE
"840","LDLRAD4",753,"ENSG00000168675","Microglia",0.967,0.864,2.73163068694304,0.859,0.718,7.88585712626043e-216,3.96508782165501e-211,FALSE
"841","GPR160",26996,"ENSG00000173890","Microglia",0.324,0.35,2.72820225113392,0.5,0,2.0936046192007e-17,1.05268533858031e-12,FALSE
"842","PLEKHO1",51177,"ENSG00000023902","Microglia",0.357,0.276,2.71534536933405,0.569,0.138,1.94031071004732e-67,9.75607628118893e-63,FALSE
"843","FRMD4A",55691,"ENSG00000151474","Microglia",1,0.964,2.71293110131157,0.964,0.928,3.04569092695156e-246,1.53140385498051e-241,FALSE
"844","AFF1",4299,"ENSG00000172493","Microglia",0.779,0.664,2.70561938570862,0.673,0.346,4.55020761158299e-89,2.28788988918004e-84,FALSE
"845","SWAP70",23075,"ENSG00000133789","Microglia",0.499,0.4,2.70284910497614,0.583,0.166,1.22514847118158e-39,6.16016902794812e-35,FALSE
"846","PACSIN2",11252,"ENSG00000100266","Microglia",0.657,0.593,2.70066339208755,0.592,0.184,3.03326679893461e-49,1.52515687917231e-44,FALSE
"847","TRPM2",7226,"ENSG00000142185","Microglia",0.427,0.443,2.68866405839942,0.518,0.036,5.48024332665657e-23,2.75552114707619e-18,FALSE
"848","FAR2",55711,"ENSG00000064763","Microglia",0.621,0.588,2.68451995301766,0.595,0.19,8.93506513059665e-48,4.4926400983153e-43,FALSE
"849","MAF",4094,"ENSG00000178573","Microglia",0.879,0.5,2.68179795709841,0.814,0.628,1.38628998048107e-215,6.97040465085688e-211,FALSE
"850","IFNGR2",3460,"ENSG00000262795, ENSG00000159128","Microglia",0.491,0.4,2.67707889069858,0.575,0.15,6.1997344945878e-35,3.11728850122369e-30,FALSE
"851","TEP1",7011,"ENSG00000129566","Microglia",0.392,0.34,2.66806962801357,0.552,0.104,5.80697562984105e-48,2.91980541644038e-43,FALSE
"852","LIMS1",3987,"ENSG00000169756","Microglia",0.619,0.562,2.66275979847072,0.604,0.208,6.09293839055009e-67,3.06359035215249e-62,FALSE
"853","PTPRJ",5795,"ENSG00000149177","Microglia",0.955,0.885,2.66085565888075,0.78,0.56,1.17199771519008e-170,5.89292171174722e-166,FALSE
"854","LOC105369753",105369753,NA,"Microglia",0.429,0.31,2.6606497692816,0.589,0.178,2.88426721091124e-27,1.45023839631828e-22,FALSE
"855","SH3KBP1",30011,"ENSG00000147010","Microglia",0.937,0.882,2.65823723831595,0.719,0.438,1.2910812291289e-106,6.49168552818303e-102,FALSE
"856","SCAMP2",10066,"ENSG00000140497","Microglia",0.485,0.36,2.65093855779749,0.601,0.202,9.73988440157393e-66,4.89731127595539e-61,FALSE
"857","SNX29",92017,"ENSG00000048471","Microglia",0.965,0.922,2.63775399142828,0.747,0.494,1.56848801934644e-144,7.88651461007583e-140,FALSE
"858","SUCLG2",8801,"ENSG00000172340","Microglia",0.544,0.427,2.62814435411007,0.605,0.21,4.35359650977033e-56,2.18903186107762e-51,FALSE
"859","CMIP",80790,"ENSG00000153815","Microglia",0.827,0.764,2.62477846930873,0.672,0.344,2.03298556957827e-78,1.02220547423965e-73,FALSE
"860","OSBPL11",114885,"ENSG00000144909","Microglia",0.507,0.465,2.61734376661274,0.564,0.128,1.48940633154598e-48,7.48888397564634e-44,FALSE
"861","ARHGAP12",94134,"ENSG00000165322","Microglia",0.783,0.666,2.61065138047559,0.675,0.35,1.94970786183548e-75,9.80332610009496e-71,FALSE
"862","GALNT2",2590,"ENSG00000143641","Microglia",0.72,0.679,2.60860650914065,0.646,0.292,4.70858505632066e-101,2.36752365216859e-96,FALSE
"863","C19orf38",255809,"ENSG00000214212","Microglia",0.3,0.386,2.60541633506023,0.472,0.056,6.67797492441037e-41,3.35775257174278e-36,FALSE
"864","MEF2C",4208,"ENSG00000081189","Microglia",0.995,0.865,2.60067159059132,0.92,0.84,3.51576299240594e-211,1.76776079021163e-206,FALSE
"865","OGFRL1",79627,"ENSG00000119900","Microglia",0.596,0.431,2.57452942139135,0.65,0.3,3.66911876582959e-100,1.84486960664678e-95,FALSE
"866","SKIL",6498,"ENSG00000136603","Microglia",0.515,0.483,2.56599007285982,0.564,0.128,1.63683451666018e-46,8.23016763321903e-42,FALSE
"867","LOC146880",146880,NA,"Microglia",0.577,0.554,2.56020347134011,0.576,0.152,2.42527925777914e-53,1.21945466360393e-48,FALSE
"868","TAB2",23118,"ENSG00000055208","Microglia",0.747,0.689,2.55836482145091,0.649,0.298,3.39700059651804e-72,1.70804586993524e-67,FALSE
"869","MAML2",84441,"ENSG00000184384","Microglia",0.959,0.632,2.54962110801345,0.86,0.72,2.36501499500853e-235,1.18915318964024e-230,FALSE
"870","WIPF1",7456,"ENSG00000115935","Microglia",0.612,0.328,2.54498154121082,0.688,0.376,2.52428490979014e-101,1.26923569549158e-96,FALSE
"871","EML4",27436,"ENSG00000143924","Microglia",0.78,0.706,2.53139042487698,0.658,0.316,3.62868575249167e-69,1.82453948321034e-64,FALSE
"872","ATM",472,"ENSG00000149311","Microglia",0.835,0.765,2.53138889825418,0.718,0.436,2.07645870576598e-122,1.04406420184619e-117,FALSE
"873","ARL5A",26225,"ENSG00000162980","Microglia",0.376,0.385,2.52892430715796,0.531,0.0620000000000001,3.09863737767523e-41,1.55802585986888e-36,FALSE
"874","LOC105371255",105371255,NA,"Microglia",0.397,0.191,2.52233667162453,0.614,0.228,1.43639084166387e-46,7.22231679097012e-42,FALSE
"875","KLHL18",23276,"ENSG00000114648","Microglia",0.451,0.514,2.5173861746133,0.503,0.00600000000000001,1.03530540421138e-31,5.20561910291523e-27,FALSE
"876","TBC1D16",125058,"ENSG00000167291","Microglia",0.549,0.488,2.51683307920111,0.561,0.122,1.17118410253486e-21,5.88883078595551e-17,FALSE
"877","RNF125",54941,"ENSG00000101695","Microglia",0.581,0.467,2.51589008886512,0.605,0.21,5.32360980552822e-48,2.67676424631764e-43,FALSE
"878","MARCKS",4082,"ENSG00000277443","Microglia",0.545,0.435,2.50694384813099,0.606,0.212,1.32618735304626e-64,6.6682026298519e-60,FALSE
"879","HIGD1B",51751,"ENSG00000131097","Pericyte",0.844,0.051,10.0109286307774,0.918,0.836,1.00182262953484e-170,5.03726436356411e-166,TRUE
"880","RERGL",79785,"ENSG00000111404","Pericyte",0.656,0.021,9.56362564339341,0.824,0.648,8.26992959604806e-72,4.15820330018892e-67,TRUE
"881","MIR143HG",728264,NA,"Pericyte",0.906,0.063,9.33849583815208,0.95,0.9,1.95019059567856e-170,9.80575333413135e-166,FALSE
"882","NOTCH3",4854,"ENSG00000074181","Pericyte",0.938,0.225,8.72462364177551,0.956,0.912,2.62969319251274e-216,1.32223603412733e-211,TRUE
"883","NDUFA4L2",56901,"ENSG00000185633","Pericyte",0.719,0.041,8.29152455064212,0.852,0.704,5.37167261105243e-61,2.70093070556327e-56,TRUE
"884","SLC19A1",6573,"ENSG00000173638","Pericyte",0.875,0.156,7.34122835113833,0.922,0.844,8.33099717033241e-58,4.18890868721484e-53,TRUE
"885","GPER1",2852,"ENSG00000164850","Pericyte",0.531,0.009,7.26095407641182,0.763,0.526,7.95258887580339e-31,3.9986412126427e-26,TRUE
"886","MUSTN1",389125,"ENSG00000272573","Pericyte",0.625,0.009,7.24451338739651,0.811,0.622,3.09681430434329e-44,1.55710920036685e-39,TRUE
"887","TBX2",6909,"ENSG00000121068","Pericyte",0.625,0.006,7.24224342078749,0.811,0.622,3.52136901287449e-41,1.77057955336342e-36,TRUE
"888","FHL5",9457,"ENSG00000112214","Pericyte",0.438,0.056,7.21785645050218,0.7,0.4,5.76739557210562e-30,2.89990416761043e-25,TRUE
"889","SLC38A11",151258,"ENSG00000169507","Pericyte",0.969,0.18,7.08218319064654,0.974,0.948,2.92202282768385e-59,1.46922229798772e-54,TRUE
"890","PEAR1",375033,"ENSG00000187800","Pericyte",0.438,0.018,7.03121293896336,0.714,0.428,5.37478886771276e-36,2.70249759057465e-31,TRUE
"891","SMOC2",64094,"ENSG00000112562","Pericyte",0.656,0.135,6.92207697021158,0.797,0.594,2.15747212210776e-45,1.084798557717e-40,TRUE
